0	0	1798.60664554693	0	1043.70065942672	0	3240.89188986119	0	265.890516142373	0	1034.63131595217	0	1134.84758756559	0	1682.84151027352	0	73.1000892595621	0	676.065745902434	0	726.870753377962	0	56.5204893591581	0	498.530236143386	0	4.29528539818712	0	395.748863101937	0	17.6103406867944	0	533.616182501970	0	380.501019901393	0	321.151577886457	0	151.395961878682	0	36.7447556426516	0	1198.40940988928	0	542.577560927230	0	109.174733710475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.693285909109	0	0	0	0	0	0	0	0	0	0	0	63.7830617150757	0	786.334475110052	0	3630.73195185604	0	5202.36821426155	0	1708.13151521450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1683.33848470693	0	1015.84189737061	0	2954.77285759866	0	47.5670808242342	0	588.061295608780	0	1295.97688760669	0	1309.07132124149	0	267.825971453893	0	202.660213229596	0	282.893660741625	0	97.7467027212260	0	546.972691166284	0	0	0	438.400412429450	0	143.354739255900	12.1108343246160	375.686673817388	0	121.194411545573	0	39.8775831329636	0	18.1192587020341	0	29.2553699797718	0	9.03538493823726	0	595.938241853262	0	160.780789075000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.9122198576806	0	0	0	0	0	0	0	0	0	0	0	0	0	3458.46915071611	0	477.186037450586	0	1163.99879717212	0	2033.19701238223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1798.60664554693	0	0	0	1346.76822770576	0	1815.03580526523	0	973.515549166986	0	960.585881948378	0	824.463643425028	0	1122.53417243073	0	73.8824691388756	0	426.544302651659	0	306.535130574950	0	56.3034709631465	0	513.081773592911	0	2.95061850803904	0	252.194368545781	0	6.44553208933212	0	134.926633481868	0	101.162907787599	0	84.8839686135761	0	43.9819165045628	0	29.1092778764432	0	711.944527444430	0	332.570473560481	0	114.487089376082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226.557597289444	0	0	0	0	0	0	0	0	0	0	0	61.9995752715040	0	604.430601584003	0	2244.42570350816	0	4850.60540754380	0	2392.07083276984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1683.33848470693	0	0	0	1352.71165579353	0	1649.71399523621	0	763.606003314510	0	677.874265462649	0	924.774429430813	0	853.706449200888	0	288.931548464997	0	137.185407554964	0	180.855497374898	0	111.092995738820	0	538.460756404302	0	0	0	269.520620306954	0	80.6918571444694	8.89819025155157	208.915890968405	0	65.3740348462015	0	23.8295566646848	0	9.20887885009870	0	18.4268267839216	0	5.90222632442601	0	306.992428821279	0	163.691211655643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.9241335217375	0	0	0	0	0	0	0	0	0	0	0	2.41446424718015	0	2261.86775177317	0	260.379702106863	0	1641.98313537868	0	2883.20233705174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1043.70065942672	0	1346.76822770576	0	0	0	1059.97113051885	0	508.110490121315	0	457.008553262707	0	333.488047153293	0	619.766311919034	0	24.2632755490486	0	185.504319196796	0	198.927977710886	0	18.2820261212531	0	162.676313545927	0	2.29718270531989	0	115.855548264692	0	5.34001180017367	0	174.236606780493	0	126.259826140492	0	100.619875798689	0	45.1135649985268	0	8.88752403296530	0	378.008697315931	0	201.699170923429	0	44.2821242867969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.2843734911643	0	0	0	0	0	0	0	0	0	0	0	114.428891602368	0	249.965893761232	0	1137.25249816151	0	2651.76992588034	0	1362.32493517541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0595797596034	0	0	0	0	0	0	0
0	1015.84189737061	0	1352.71165579353	0	0	0	808.588465931159	0	394.103137499819	0	314.541246984969	0	355.633351090504	0	358.701932930986	0	58.5377284942661	0	32.9122585205128	0	47.1382142564282	0	30.6605248104315	0	213.070929298433	0	0	0	86.8340098233894	0	57.0226958427345	6.87496820860542	169.668558674369	0	58.2950028374093	0	12.4681249404792	0	3.12501907395199	0	4.66910306084901	0	0.526078066322953	0	179.130458891139	0	65.6758799399482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9322626358364	0	0	0	0	0	0	0	0	0	0	0	66.6610545567004	0	891.628033618479	0	132.026593337265	0	1179.06525605015	0	1502.56272613418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.4503311244771	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50933866389096	0	0	0	0	0	0	0
3240.89188986119	0	1815.03580526523	0	1059.97113051885	0	0	0	282.550877536004	0	78.1529402162887	0	1102.70586880517	0	1931.34115274226	0	5.35294111070471	0	1151.95292702365	0	1513.81174610729	0	8.56470577712753	0	0	0	8.56470577712753	0	656.270580172397	0	36.3999995527920	0	1143.38822124653	0	815.788225271397	0	692.670579725189	0	316.894113753719	0	74.9411755498659	0	1870.31762408022	0	1051.31763414240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0352935520605	0	0	0	0	0	0	0	0	0	0	0	0	0	1144.45880946867	0	5340.09405203901	0	5422.52934514387	0	82.4352931048525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2954.77285759866	0	1649.71399523621	0	808.588465931159	0	0	0	1.15828258675538	0	4.28235288856376	0	1314.68233678908	0	1624.08233298781	0	0	0	474.270582408437	0	691.599991503048	0	0	0	0	0	0	0	766.541167052914	0	399.329406858571	47.1058817742014	1124.11763324799	0	355.435289750792	0	101.705881103389	0	40.6823524413558	0	65.3058815505974	0	18.1999997763960	0	1267.57645501487	0	21.4117644428188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07058822214094	0	0	0	0	0	0	0	0	0	0	0	0	0	5561.70581402219	0	1079.15292791807	0	372.564701305048	0	5.35294111070471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265.890516142373	0	973.515549166986	0	508.110490121315	0	282.550877536004	0	0	0	1136.51238401035	0	341.635646059602	0	374.890136504028	0	63.2520016668239	0	60.8134722223422	0	0.500488310703076	0	48.1917889489708	0	283.311460707094	0	0	0	57.1575336107253	0	0	0	0.637551021172840	0	0.637551021172840	0	0.637551021172840	0	0	0	0	0	160.846282062584	0	5.54557276286687	0	134.304581637148	0	0	0	0.501911278611260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.082731067253	0	0	0	0	0	0	0	0	0	0	0	434.757145512744	0	76.1384139406994	0	457.956419235932	0	1571.68056382578	0	3670.95536690548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.618120867311	0	0	0	0	0	0	0
0	47.5670808242342	0	763.606003314510	0	394.103137499819	0	1.15828258675538	0	0	0	47.6822188331625	0	12.1841771512791	0	7.72669835199486	0	1.00111395932254	0	0	0	0.516602571820840	0	1.00111395932254	0	23.7622534920156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09575472258803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52319476945559	0	0	0	0	0	0	0	0	0	0	0	19.5915482606020	0	7.03228956063686	0	0.500503570652654	0	574.737369329120	0	1888.71126066341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447.316861164020	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01810745875192	0	0	0	0	0	0	0
